,state,county,candidate,party,total_votes_x,won,total_votes_y
14878,New Hampshire,Barrington, Write-ins,WRI,0,False,804430
14879,New Hampshire,Dover,Joe Biden,DEM,12508,True,804430
14880,New Hampshire,Dover,Donald Trump,REP,6331,False,804430
14881,New Hampshire,Dover,Jo Jorgensen,LIB,346,False,804430
14882,New Hampshire,Dover, Write-ins,WRI,44,False,804430
14883,New Hampshire,Durham,Joe Biden,DEM,5970,True,804430
14884,New Hampshire,Durham,Donald Trump,REP,1712,False,804430
14885,New Hampshire,Durham,Jo Jorgensen,LIB,128,False,804430
14886,New Hampshire,Durham, Write-ins,WRI,0,False,804430
14887,New Hampshire,Farmington,Donald Trump,REP,2000,True,804430
14888,New Hampshire,Farmington,Joe Biden,DEM,1365,False,804430
14889,New Hampshire,Farmington,Jo Jorgensen,LIB,68,False,804430
14890,New Hampshire,Farmington, Write-ins,WRI,0,False,804430
14891,New Hampshire,Lee,Joe Biden,DEM,1957,True,804430
14892,New Hampshire,Lee,Donald Trump,REP,971,False,804430
14893,New Hampshire,Lee,Jo Jorgensen,LIB,48,False,804430
14894,New Hampshire,Lee, Write-ins,WRI,0,False,804430
14895,New Hampshire,Madbury,Joe Biden,DEM,824,True,804430
14896,New Hampshire,Madbury,Donald Trump,REP,454,False,804430
14897,New Hampshire,Madbury,Jo Jorgensen,LIB,30,False,804430
14898,New Hampshire,Madbury, Write-ins,WRI,4,False,804430
14899,New Hampshire,Middleton,Donald Trump,REP,643,True,804430
14900,New Hampshire,Middleton,Joe Biden,DEM,378,False,804430
14901,New Hampshire,Middleton,Jo Jorgensen,LIB,21,False,804430
14902,New Hampshire,Middleton, Write-ins,WRI,0,False,804430
14903,New Hampshire,Milton,Donald Trump,REP,1476,True,804430
14904,New Hampshire,Milton,Joe Biden,DEM,1015,False,804430
14905,New Hampshire,Milton,Jo Jorgensen,LIB,48,False,804430
14906,New Hampshire,Milton, Write-ins,WRI,0,False,804430
14907,New Hampshire,New Durham,Donald Trump,REP,1109,True,804430
14908,New Hampshire,New Durham,Joe Biden,DEM,727,False,804430
14909,New Hampshire,New Durham,Jo Jorgensen,LIB,28,False,804430
14910,New Hampshire,New Durham, Write-ins,WRI,4,False,804430
14911,New Hampshire,Rochester,Donald Trump,REP,8367,True,804430
14912,New Hampshire,Rochester,Joe Biden,DEM,8132,False,804430
14913,New Hampshire,Rochester,Jo Jorgensen,LIB,346,False,804430
14914,New Hampshire,Rochester, Write-ins,WRI,62,False,804430
14915,New Hampshire,Rollinsford,Joe Biden,DEM,951,True,804430
14916,New Hampshire,Rollinsford,Donald Trump,REP,735,False,804430
14917,New Hampshire,Rollinsford,Jo Jorgensen,LIB,50,False,804430
14918,New Hampshire,Rollinsford, Write-ins,WRI,0,False,804430
14919,New Hampshire,Somersworth,Joe Biden,DEM,3422,True,804430
14920,New Hampshire,Somersworth,Donald Trump,REP,2550,False,804430
14921,New Hampshire,Somersworth,Jo Jorgensen,LIB,99,False,804430
14922,New Hampshire,Somersworth, Write-ins,WRI,0,False,804430
14923,New Hampshire,Strafford,Donald Trump,REP,1408,True,804430
14924,New Hampshire,Strafford,Joe Biden,DEM,1330,False,804430
14925,New Hampshire,Strafford,Jo Jorgensen,LIB,45,False,804430
14926,New Hampshire,Strafford, Write-ins,WRI,19,False,804430
14927,New Hampshire,Acworth,Joe Biden,DEM,293,True,804430
14928,New Hampshire,Acworth,Donald Trump,REP,269,False,804430
14929,New Hampshire,Acworth,Jo Jorgensen,LIB,7,False,804430
14930,New Hampshire,Acworth, Write-ins,WRI,0,False,804430
14931,New Hampshire,Charlestown,Donald Trump,REP,1239,True,804430
14932,New Hampshire,Charlestown,Joe Biden,DEM,1185,False,804430
14933,New Hampshire,Charlestown,Jo Jorgensen,LIB,57,False,804430
14934,New Hampshire,Charlestown, Write-ins,WRI,0,False,804430
14935,New Hampshire,Claremont,Joe Biden,DEM,2895,True,804430
14936,New Hampshire,Claremont,Donald Trump,REP,2788,False,804430
14937,New Hampshire,Claremont,Jo Jorgensen,LIB,130,False,804430
14938,New Hampshire,Claremont, Write-ins,WRI,0,False,804430
14939,New Hampshire,Cornish,Joe Biden,DEM,679,True,804430
14940,New Hampshire,Cornish,Donald Trump,REP,408,False,804430
14941,New Hampshire,Cornish,Jo Jorgensen,LIB,22,False,804430
14942,New Hampshire,Cornish, Write-ins,WRI,0,False,804430
14943,New Hampshire,Croydon,Donald Trump,REP,319,True,804430
14944,New Hampshire,Croydon,Joe Biden,DEM,172,False,804430
14945,New Hampshire,Croydon,Jo Jorgensen,LIB,19,False,804430
14946,New Hampshire,Croydon, Write-ins,WRI,3,False,804430
14947,New Hampshire,Goshen,Donald Trump,REP,284,True,804430
14948,New Hampshire,Goshen,Joe Biden,DEM,186,False,804430
14949,New Hampshire,Goshen,Jo Jorgensen,LIB,11,False,804430
14950,New Hampshire,Goshen, Write-ins,WRI,0,False,804430
14951,New Hampshire,Grantham,Joe Biden,DEM,1669,True,804430
14952,New Hampshire,Grantham,Donald Trump,REP,747,False,804430
14953,New Hampshire,Grantham,Jo Jorgensen,LIB,31,False,804430
14954,New Hampshire,Grantham, Write-ins,WRI,0,False,804430
14955,New Hampshire,Langdon,Joe Biden,DEM,206,True,804430
14956,New Hampshire,Langdon,Donald Trump,REP,199,False,804430
14957,New Hampshire,Langdon,Jo Jorgensen,LIB,7,False,804430
14958,New Hampshire,Langdon, Write-ins,WRI,0,False,804430
14959,New Hampshire,Lempster,Donald Trump,REP,440,True,804430
14960,New Hampshire,Lempster,Joe Biden,DEM,274,False,804430
14961,New Hampshire,Lempster,Jo Jorgensen,LIB,12,False,804430
14962,New Hampshire,Lempster, Write-ins,WRI,0,False,804430
14963,New Hampshire,Newport,Donald Trump,REP,1773,True,804430
14964,New Hampshire,Newport,Joe Biden,DEM,1301,False,804430
14965,New Hampshire,Newport,Jo Jorgensen,LIB,64,False,804430
14966,New Hampshire,Newport, Write-ins,WRI,0,False,804430
14967,New Hampshire,Plainfield,Joe Biden,DEM,1135,True,804430
14968,New Hampshire,Plainfield,Donald Trump,REP,522,False,804430
14969,New Hampshire,Plainfield,Jo Jorgensen,LIB,28,False,804430
14970,New Hampshire,Plainfield, Write-ins,WRI,0,False,804430
14971,New Hampshire,Springfield,Joe Biden,DEM,437,True,804430
14972,New Hampshire,Springfield,Donald Trump,REP,436,False,804430
14973,New Hampshire,Springfield,Jo Jorgensen,LIB,16,False,804430
14974,New Hampshire,Springfield, Write-ins,WRI,0,False,804430
14975,New Hampshire,Sunapee,Joe Biden,DEM,1309,True,804430
14976,New Hampshire,Sunapee,Donald Trump,REP,1086,False,804430
14977,New Hampshire,Sunapee,Jo Jorgensen,LIB,36,False,804430
14978,New Hampshire,Sunapee, Write-ins,WRI,0,False,804430
14979,New Hampshire,Unity,Donald Trump,REP,531,True,804430
14980,New Hampshire,Unity,Joe Biden,DEM,335,False,804430
14981,New Hampshire,Unity,Jo Jorgensen,LIB,26,False,804430
14982,New Hampshire,Unity, Write-ins,WRI,0,False,804430
14983,New Hampshire,Washington,Donald Trump,REP,467,True,804430
14984,New Hampshire,Washington,Joe Biden,DEM,314,False,804430
14985,New Hampshire,Washington,Jo Jorgensen,LIB,16,False,804430
14986,New Hampshire,Washington, Write-ins,WRI,0,False,804430
14987,New Jersey,Atlantic County,Joe Biden,DEM,73808,True,4564234
14988,New Jersey,Atlantic County,Donald Trump,REP,64438,False,4564234
14989,New Jersey,Atlantic County,Jo Jorgensen,LIB,958,False,4564234
14990,New Jersey,Atlantic County, Write-ins,WRI,410,False,4564234
14991,New Jersey,Atlantic County,Howie Hawkins,GRN,367,False,4564234
14992,New Jersey,Atlantic County,Gloria La Riva,PSL,177,False,4564234
14993,New Jersey,Atlantic County,Bill Hammons,UTY,108,False,4564234
14994,New Jersey,Atlantic County,Don Blankenship,CST,103,False,4564234
14995,New Jersey,Atlantic County,Rocky De La Fuente,ALI,72,False,4564234
14996,New Jersey,Bergen County,Joe Biden,DEM,285967,True,4564234
14997,New Jersey,Bergen County,Donald Trump,REP,204417,False,4564234
14998,New Jersey,Bergen County,Jo Jorgensen,LIB,2852,False,4564234
14999,New Jersey,Bergen County, Write-ins,WRI,1611,False,4564234
15000,New Jersey,Bergen County,Howie Hawkins,GRN,1375,False,4564234
15001,New Jersey,Bergen County,Gloria La Riva,PSL,384,False,4564234
15002,New Jersey,Bergen County,Don Blankenship,CST,327,False,4564234
15003,New Jersey,Bergen County,Bill Hammons,UTY,284,False,4564234
15004,New Jersey,Bergen County,Rocky De La Fuente,ALI,243,False,4564234
15005,New Jersey,Burlington County,Joe Biden,DEM,154595,True,4564234
15006,New Jersey,Burlington County,Donald Trump,REP,103345,False,4564234
15007,New Jersey,Burlington County,Jo Jorgensen,LIB,2206,False,4564234
15008,New Jersey,Burlington County, Write-ins,WRI,1153,False,4564234
15009,New Jersey,Burlington County,Howie Hawkins,GRN,605,False,4564234
15010,New Jersey,Burlington County,Don Blankenship,CST,360,False,4564234
15011,New Jersey,Burlington County,Gloria La Riva,PSL,174,False,4564234
15012,New Jersey,Burlington County,Bill Hammons,UTY,130,False,4564234
15013,New Jersey,Burlington County,Rocky De La Fuente,ALI,82,False,4564234
15014,New Jersey,Camden County,Joe Biden,DEM,175065,True,4564234
15015,New Jersey,Camden County,Donald Trump,REP,86207,False,4564234
15016,New Jersey,Camden County,Jo Jorgensen,LIB,1884,False,4564234
15017,New Jersey,Camden County, Write-ins,WRI,983,False,4564234
15018,New Jersey,Camden County,Howie Hawkins,GRN,781,False,4564234
15019,New Jersey,Camden County,Don Blankenship,CST,216,False,4564234
15020,New Jersey,Camden County,Gloria La Riva,PSL,199,False,4564234
15021,New Jersey,Camden County,Bill Hammons,UTY,151,False,4564234
15022,New Jersey,Camden County,Rocky De La Fuente,ALI,113,False,4564234
15023,New Jersey,Cape May County,Donald Trump,REP,33158,True,4564234
15024,New Jersey,Cape May County,Joe Biden,DEM,23941,False,4564234
15025,New Jersey,Cape May County,Jo Jorgensen,LIB,311,False,4564234
15026,New Jersey,Cape May County, Write-ins,WRI,219,False,4564234
15027,New Jersey,Cape May County,Howie Hawkins,GRN,140,False,4564234
15028,New Jersey,Cape May County,Bill Hammons,UTY,59,False,4564234
15029,New Jersey,Cape May County,Rocky De La Fuente,ALI,55,False,4564234
15030,New Jersey,Cape May County,Don Blankenship,CST,31,False,4564234
15031,New Jersey,Cape May County,Gloria La Riva,PSL,19,False,4564234
15032,New Jersey,Cumberland County,Joe Biden,DEM,32742,True,4564234
15033,New Jersey,Cumberland County,Donald Trump,REP,28952,False,4564234
15034,New Jersey,Cumberland County,Jo Jorgensen,LIB,397,False,4564234
15035,New Jersey,Cumberland County, Write-ins,WRI,167,False,4564234
15036,New Jersey,Cumberland County,Howie Hawkins,GRN,139,False,4564234
15037,New Jersey,Cumberland County,Bill Hammons,UTY,71,False,4564234
15038,New Jersey,Cumberland County,Rocky De La Fuente,ALI,49,False,4564234
15039,New Jersey,Cumberland County,Don Blankenship,CST,32,False,4564234
15040,New Jersey,Cumberland County,Gloria La Riva,PSL,26,False,4564234
15041,New Jersey,Essex County,Joe Biden,DEM,266820,True,4564234
15042,New Jersey,Essex County,Donald Trump,REP,75475,False,4564234
15043,New Jersey,Essex County,Jo Jorgensen,LIB,1296,False,4564234
15044,New Jersey,Essex County,Howie Hawkins,GRN,978,False,4564234
15045,New Jersey,Essex County,Gloria La Riva,PSL,278,False,4564234
15046,New Jersey,Essex County,Rocky De La Fuente,ALI,244,False,4564234
15047,New Jersey,Essex County,Don Blankenship,CST,116,False,4564234
15048,New Jersey,Essex County,Bill Hammons,UTY,104,False,4564234
15049,New Jersey,Essex County, Write-ins,WRI,0,False,4564234
15050,New Jersey,Gloucester County,Joe Biden,DEM,86702,True,4564234
15051,New Jersey,Gloucester County,Donald Trump,REP,83340,False,4564234
15052,New Jersey,Gloucester County,Jo Jorgensen,LIB,1616,False,4564234
15053,New Jersey,Gloucester County, Write-ins,WRI,799,False,4564234
15054,New Jersey,Gloucester County,Howie Hawkins,GRN,446,False,4564234
15055,New Jersey,Gloucester County,Rocky De La Fuente,ALI,197,False,4564234
15056,New Jersey,Gloucester County,Bill Hammons,UTY,149,False,4564234
15057,New Jersey,Gloucester County,Don Blankenship,CST,122,False,4564234
15058,New Jersey,Gloucester County,Gloria La Riva,PSL,82,False,4564234
15059,New Jersey,Hudson County,Joe Biden,DEM,181452,True,4564234
15060,New Jersey,Hudson County,Donald Trump,REP,65698,False,4564234
15061,New Jersey,Hudson County,Jo Jorgensen,LIB,1252,False,4564234
15062,New Jersey,Hudson County,Howie Hawkins,GRN,782,False,4564234
15063,New Jersey,Hudson County, Write-ins,WRI,608,False,4564234
15064,New Jersey,Hudson County,Bill Hammons,UTY,251,False,4564234
15065,New Jersey,Hudson County,Gloria La Riva,PSL,205,False,4564234
15066,New Jersey,Hudson County,Rocky De La Fuente,ALI,108,False,4564234
15067,New Jersey,Hudson County,Don Blankenship,CST,102,False,4564234
15068,New Jersey,Hunterdon County,Donald Trump,REP,43153,True,4564234
15069,New Jersey,Hunterdon County,Joe Biden,DEM,39457,False,4564234
15070,New Jersey,Hunterdon County,Jo Jorgensen,LIB,985,False,4564234
15071,New Jersey,Hunterdon County, Write-ins,WRI,431,False,4564234
15072,New Jersey,Hunterdon County,Howie Hawkins,GRN,410,False,4564234
15073,New Jersey,Hunterdon County,Don Blankenship,CST,77,False,4564234
15074,New Jersey,Hunterdon County,Bill Hammons,UTY,77,False,4564234
15075,New Jersey,Hunterdon County,Gloria La Riva,PSL,44,False,4564234
15076,New Jersey,Hunterdon County,Rocky De La Fuente,ALI,39,False,4564234
15077,New Jersey,Mercer County,Joe Biden,DEM,122532,True,4564234
15078,New Jersey,Mercer County,Donald Trump,REP,51641,False,4564234
15079,New Jersey,Mercer County,Jo Jorgensen,LIB,1427,False,4564234
15080,New Jersey,Mercer County, Write-ins,WRI,619,False,4564234
15081,New Jersey,Mercer County,Howie Hawkins,GRN,564,False,4564234
15082,New Jersey,Mercer County,Rocky De La Fuente,ALI,136,False,4564234
15083,New Jersey,Mercer County,Gloria La Riva,PSL,125,False,4564234
15084,New Jersey,Mercer County,Bill Hammons,UTY,91,False,4564234
15085,New Jersey,Mercer County,Don Blankenship,CST,88,False,4564234
15086,New Jersey,Middlesex County,Joe Biden,DEM,226250,True,4564234
15087,New Jersey,Middlesex County,Donald Trump,REP,143467,False,4564234
15088,New Jersey,Middlesex County,Jo Jorgensen,LIB,2554,False,4564234
15089,New Jersey,Middlesex County, Write-ins,WRI,1330,False,4564234
15090,New Jersey,Middlesex County,Howie Hawkins,GRN,1221,False,4564234
15091,New Jersey,Middlesex County,Gloria La Riva,PSL,249,False,4564234
15092,New Jersey,Middlesex County,Don Blankenship,CST,247,False,4564234
15093,New Jersey,Middlesex County,Bill Hammons,UTY,198,False,4564234
15094,New Jersey,Middlesex County,Rocky De La Fuente,ALI,176,False,4564234
15095,New Jersey,Monmouth County,Donald Trump,REP,191808,True,4564234
15096,New Jersey,Monmouth County,Joe Biden,DEM,181291,False,4564234
15097,New Jersey,Monmouth County,Jo Jorgensen,LIB,2708,False,4564234
15098,New Jersey,Monmouth County,Howie Hawkins,GRN,1414,False,4564234
15099,New Jersey,Monmouth County,Bill Hammons,UTY,340,False,4564234
15100,New Jersey,Monmouth County, Write-ins,WRI,239,False,4564234
15101,New Jersey,Monmouth County,Don Blankenship,CST,227,False,4564234
15102,New Jersey,Monmouth County,Rocky De La Fuente,ALI,182,False,4564234
15103,New Jersey,Monmouth County,Gloria La Riva,PSL,181,False,4564234
15104,New Jersey,Morris County,Joe Biden,DEM,153881,True,4564234
15105,New Jersey,Morris County,Donald Trump,REP,141134,False,4564234
15106,New Jersey,Morris County,Jo Jorgensen,LIB,2436,False,4564234
15107,New Jersey,Morris County, Write-ins,WRI,1595,False,4564234
15108,New Jersey,Morris County,Howie Hawkins,GRN,1005,False,4564234
15109,New Jersey,Morris County,Gloria La Riva,PSL,253,False,4564234
15110,New Jersey,Morris County,Bill Hammons,UTY,224,False,4564234
15111,New Jersey,Morris County,Don Blankenship,CST,207,False,4564234
15112,New Jersey,Morris County,Rocky De La Fuente,ALI,182,False,4564234
15113,New Jersey,Ocean County,Donald Trump,REP,217740,True,4564234
15114,New Jersey,Ocean County,Joe Biden,DEM,119456,False,4564234
15115,New Jersey,Ocean County,Jo Jorgensen,LIB,2469,False,4564234
15116,New Jersey,Ocean County, Write-ins,WRI,1230,False,4564234
15117,New Jersey,Ocean County,Howie Hawkins,GRN,1050,False,4564234
15118,New Jersey,Ocean County,Bill Hammons,UTY,494,False,4564234
15119,New Jersey,Ocean County,Don Blankenship,CST,140,False,4564234
15120,New Jersey,Ocean County,Rocky De La Fuente,ALI,118,False,4564234
15121,New Jersey,Ocean County,Gloria La Riva,PSL,49,False,4564234
15122,New Jersey,Passaic County,Joe Biden,DEM,129097,True,4564234
15123,New Jersey,Passaic County,Donald Trump,REP,92009,False,4564234
15124,New Jersey,Passaic County,Jo Jorgensen,LIB,1103,False,4564234
15125,New Jersey,Passaic County,Howie Hawkins,GRN,805,False,4564234
15126,New Jersey,Passaic County, Write-ins,WRI,623,False,4564234
15127,New Jersey,Passaic County,Rocky De La Fuente,ALI,279,False,4564234
15128,New Jersey,Passaic County,Gloria La Riva,PSL,161,False,4564234
15129,New Jersey,Passaic County,Don Blankenship,CST,145,False,4564234
15130,New Jersey,Passaic County,Bill Hammons,UTY,108,False,4564234
15131,New Jersey,Salem County,Donald Trump,REP,18827,True,4564234
15132,New Jersey,Salem County,Joe Biden,DEM,14479,False,4564234
15133,New Jersey,Salem County,Jo Jorgensen,LIB,406,False,4564234
15134,New Jersey,Salem County, Write-ins,WRI,120,False,4564234
15135,New Jersey,Salem County,Howie Hawkins,GRN,93,False,4564234
15136,New Jersey,Salem County,Don Blankenship,CST,40,False,4564234
15137,New Jersey,Salem County,Bill Hammons,UTY,40,False,4564234
15138,New Jersey,Salem County,Rocky De La Fuente,ALI,20,False,4564234
15139,New Jersey,Salem County,Gloria La Riva,PSL,17,False,4564234
15140,New Jersey,Somerset County,Joe Biden,DEM,111173,True,4564234
15141,New Jersey,Somerset County,Donald Trump,REP,71996,False,4564234
15142,New Jersey,Somerset County,Jo Jorgensen,LIB,1641,False,4564234
15143,New Jersey,Somerset County, Write-ins,WRI,1032,False,4564234
15144,New Jersey,Somerset County,Howie Hawkins,GRN,620,False,4564234
15145,New Jersey,Somerset County,Bill Hammons,UTY,133,False,4564234
15146,New Jersey,Somerset County,Gloria La Riva,PSL,116,False,4564234
15147,New Jersey,Somerset County,Don Blankenship,CST,115,False,4564234
15148,New Jersey,Somerset County,Rocky De La Fuente,ALI,65,False,4564234
15149,New Jersey,Sussex County,Donald Trump,REP,51698,True,4564234
15150,New Jersey,Sussex County,Joe Biden,DEM,34481,False,4564234
15151,New Jersey,Sussex County,Jo Jorgensen,LIB,1094,False,4564234
15152,New Jersey,Sussex County, Write-ins,WRI,392,False,4564234
15153,New Jersey,Sussex County,Howie Hawkins,GRN,352,False,4564234
15154,New Jersey,Sussex County,Don Blankenship,CST,103,False,4564234
15155,New Jersey,Sussex County,Bill Hammons,UTY,91,False,4564234
15156,New Jersey,Sussex County,Gloria La Riva,PSL,91,False,4564234
15157,New Jersey,Sussex County,Rocky De La Fuente,ALI,50,False,4564234
15158,New Jersey,Union County,Joe Biden,DEM,170245,True,4564234
15159,New Jersey,Union County,Donald Trump,REP,80002,False,4564234
15160,New Jersey,Union County,Jo Jorgensen,LIB,1427,False,4564234
15161,New Jersey,Union County, Write-ins,WRI,1050,False,4564234
15162,New Jersey,Union County,Howie Hawkins,GRN,792,False,4564234
15163,New Jersey,Union County,Rocky De La Fuente,ALI,291,False,4564234
15164,New Jersey,Union County,Don Blankenship,CST,116,False,4564234
15165,New Jersey,Union County,Bill Hammons,UTY,61,False,4564234
15166,New Jersey,Union County,Gloria La Riva,PSL,57,False,4564234
15167,New Jersey,Warren County,Donald Trump,REP,34769,True,4564234
15168,New Jersey,Warren County,Joe Biden,DEM,24901,False,4564234
15169,New Jersey,Warren County,Jo Jorgensen,LIB,655,False,4564234
15170,New Jersey,Warren County, Write-ins,WRI,270,False,4564234
15171,New Jersey,Warren County,Howie Hawkins,GRN,263,False,4564234
15172,New Jersey,Warren County,Bill Hammons,UTY,91,False,4564234
15173,New Jersey,Warren County,Gloria La Riva,PSL,41,False,4564234
15174,New Jersey,Warren County,Don Blankenship,CST,40,False,4564234
15175,New Jersey,Warren County,Rocky De La Fuente,ALI,27,False,4564234
15176,New Mexico,Bernalillo County,Joe Biden,DEM,193757,True,923965
15177,New Mexico,Bernalillo County,Donald Trump,REP,116135,False,923965
15178,New Mexico,Bernalillo County,Jo Jorgensen,LIB,4829,False,923965
15179,New Mexico,Bernalillo County,Howie Hawkins,GRN,1614,False,923965
15180,New Mexico,Bernalillo County,Sheila Samm Tittle,CST,629,False,923965
15181,New Mexico,Bernalillo County,Gloria La Riva,PSL,626,False,923965
15182,New Mexico,Catron County,Donald Trump,REP,1698,True,923965
15183,New Mexico,Catron County,Joe Biden,DEM,595,False,923965
15184,New Mexico,Catron County,Jo Jorgensen,LIB,17,False,923965
15185,New Mexico,Catron County,Howie Hawkins,GRN,7,False,923965
15186,New Mexico,Catron County,Sheila Samm Tittle,CST,6,False,923965
15187,New Mexico,Catron County,Gloria La Riva,PSL,3,False,923965
15188,New Mexico,Chaves County,Donald Trump,REP,15656,True,923965
15189,New Mexico,Chaves County,Joe Biden,DEM,6381,False,923965
15190,New Mexico,Chaves County,Jo Jorgensen,LIB,268,False,923965
15191,New Mexico,Chaves County,Howie Hawkins,GRN,70,False,923965
15192,New Mexico,Chaves County,Sheila Samm Tittle,CST,40,False,923965
15193,New Mexico,Chaves County,Gloria La Riva,PSL,28,False,923965
15194,New Mexico,Cibola County,Joe Biden,DEM,4745,True,923965
15195,New Mexico,Cibola County,Donald Trump,REP,3975,False,923965
15196,New Mexico,Cibola County,Jo Jorgensen,LIB,99,False,923965
15197,New Mexico,Cibola County,Howie Hawkins,GRN,49,False,923965
15198,New Mexico,Cibola County,Gloria La Riva,PSL,19,False,923965
15199,New Mexico,Cibola County,Sheila Samm Tittle,CST,16,False,923965
15200,New Mexico,Colfax County,Donald Trump,REP,3271,True,923965
15201,New Mexico,Colfax County,Joe Biden,DEM,2611,False,923965
15202,New Mexico,Colfax County,Jo Jorgensen,LIB,87,False,923965
15203,New Mexico,Colfax County,Howie Hawkins,GRN,25,False,923965
15204,New Mexico,Colfax County,Gloria La Riva,PSL,13,False,923965
15205,New Mexico,Colfax County,Sheila Samm Tittle,CST,9,False,923965
15206,New Mexico,Curry County,Donald Trump,REP,10444,True,923965
15207,New Mexico,Curry County,Joe Biden,DEM,4307,False,923965
15208,New Mexico,Curry County,Jo Jorgensen,LIB,245,False,923965
15209,New Mexico,Curry County,Howie Hawkins,GRN,53,False,923965
15210,New Mexico,Curry County,Gloria La Riva,PSL,29,False,923965
15211,New Mexico,Curry County,Sheila Samm Tittle,CST,23,False,923965
15212,New Mexico,De Baca County,Donald Trump,REP,656,True,923965
15213,New Mexico,De Baca County,Joe Biden,DEM,231,False,923965
15214,New Mexico,De Baca County,Jo Jorgensen,LIB,11,False,923965
15215,New Mexico,De Baca County,Sheila Samm Tittle,CST,2,False,923965
15216,New Mexico,De Baca County,Howie Hawkins,GRN,1,False,923965
15217,New Mexico,De Baca County,Gloria La Riva,PSL,0,False,923965
15218,New Mexico,Do�a Ana County,Joe Biden,DEM,47957,True,923965
15219,New Mexico,Do�a Ana County,Donald Trump,REP,32802,False,923965
15220,New Mexico,Do�a Ana County,Jo Jorgensen,LIB,1129,False,923965
15221,New Mexico,Do�a Ana County,Howie Hawkins,GRN,415,False,923965
15222,New Mexico,Do�a Ana County,Sheila Samm Tittle,CST,178,False,923965
15223,New Mexico,Do�a Ana County,Gloria La Riva,PSL,160,False,923965
15224,New Mexico,Eddy County,Donald Trump,REP,17454,True,923965
15225,New Mexico,Eddy County,Joe Biden,DEM,5424,False,923965
15226,New Mexico,Eddy County,Jo Jorgensen,LIB,239,False,923965
15227,New Mexico,Eddy County,Howie Hawkins,GRN,44,False,923965
15228,New Mexico,Eddy County,Sheila Samm Tittle,CST,31,False,923965
15229,New Mexico,Eddy County,Gloria La Riva,PSL,30,False,923965
15230,New Mexico,Grant County,Joe Biden,DEM,7590,True,923965
15231,New Mexico,Grant County,Donald Trump,REP,6553,False,923965
15232,New Mexico,Grant County,Jo Jorgensen,LIB,159,False,923965
15233,New Mexico,Grant County,Howie Hawkins,GRN,98,False,923965
15234,New Mexico,Grant County,Gloria La Riva,PSL,19,False,923965
15235,New Mexico,Grant County,Sheila Samm Tittle,CST,16,False,923965
15236,New Mexico,Guadalupe County,Joe Biden,DEM,1234,True,923965
15237,New Mexico,Guadalupe County,Donald Trump,REP,917,False,923965
15238,New Mexico,Guadalupe County,Jo Jorgensen,LIB,21,False,923965
15239,New Mexico,Guadalupe County,Howie Hawkins,GRN,8,False,923965
15240,New Mexico,Guadalupe County,Gloria La Riva,PSL,5,False,923965
15241,New Mexico,Guadalupe County,Sheila Samm Tittle,CST,4,False,923965
15242,New Mexico,Harding County,Donald Trump,REP,319,True,923965
15243,New Mexico,Harding County,Joe Biden,DEM,179,False,923965
15244,New Mexico,Harding County,Jo Jorgensen,LIB,3,False,923965
15245,New Mexico,Harding County,Gloria La Riva,PSL,2,False,923965
15246,New Mexico,Harding County,Sheila Samm Tittle,CST,2,False,923965
15247,New Mexico,Harding County,Howie Hawkins,GRN,0,False,923965
15248,New Mexico,Hidalgo County,Donald Trump,REP,1120,True,923965
15249,New Mexico,Hidalgo County,Joe Biden,DEM,823,False,923965
15250,New Mexico,Hidalgo County,Jo Jorgensen,LIB,13,False,923965
15251,New Mexico,Hidalgo County,Gloria La Riva,PSL,7,False,923965
15252,New Mexico,Hidalgo County,Howie Hawkins,GRN,6,False,923965
15253,New Mexico,Hidalgo County,Sheila Samm Tittle,CST,5,False,923965
15254,New Mexico,Lea County,Donald Trump,REP,16531,True,923965
15255,New Mexico,Lea County,Joe Biden,DEM,4061,False,923965
15256,New Mexico,Lea County,Jo Jorgensen,LIB,214,False,923965
15257,New Mexico,Lea County,Howie Hawkins,GRN,50,False,923965
15258,New Mexico,Lea County,Sheila Samm Tittle,CST,38,False,923965
15259,New Mexico,Lea County,Gloria La Riva,PSL,24,False,923965
15260,New Mexico,Lincoln County,Donald Trump,REP,6942,True,923965
15261,New Mexico,Lincoln County,Joe Biden,DEM,3194,False,923965
15262,New Mexico,Lincoln County,Jo Jorgensen,LIB,113,False,923965
15263,New Mexico,Lincoln County,Howie Hawkins,GRN,33,False,923965
15264,New Mexico,Lincoln County,Sheila Samm Tittle,CST,15,False,923965
15265,New Mexico,Lincoln County,Gloria La Riva,PSL,9,False,923965
15266,New Mexico,Los Alamos County,Joe Biden,DEM,7554,True,923965
15267,New Mexico,Los Alamos County,Donald Trump,REP,4278,False,923965
15268,New Mexico,Los Alamos County,Jo Jorgensen,LIB,360,False,923965
15269,New Mexico,Los Alamos County,Howie Hawkins,GRN,53,False,923965
15270,New Mexico,Los Alamos County,Sheila Samm Tittle,CST,36,False,923965
15271,New Mexico,Los Alamos County,Gloria La Riva,PSL,12,False,923965
15272,New Mexico,Luna County,Donald Trump,REP,4408,True,923965
15273,New Mexico,Luna County,Joe Biden,DEM,3563,False,923965
15274,New Mexico,Luna County,Jo Jorgensen,LIB,73,False,923965
15275,New Mexico,Luna County,Howie Hawkins,GRN,38,False,923965
15276,New Mexico,Luna County,Sheila Samm Tittle,CST,12,False,923965
15277,New Mexico,Luna County,Gloria La Riva,PSL,9,False,923965
