,state,county,candidate,party,total_votes_x,won,total_votes_y
3775,Kansas,Hamilton County,Jo Jorgensen,LIB,19,False,1375304
3776,Kansas,Harper County,Donald Trump,REP,2128,True,1375304
3777,Kansas,Harper County,Joe Biden,DEM,453,False,1375304
3778,Kansas,Harper County,Jo Jorgensen,LIB,45,False,1375304
3779,Kansas,Harvey County,Donald Trump,REP,10015,True,1375304
3780,Kansas,Harvey County,Joe Biden,DEM,6652,False,1375304
3781,Kansas,Harvey County,Jo Jorgensen,LIB,367,False,1375304
3782,Kansas,Haskell County,Donald Trump,REP,1103,True,1375304
3783,Kansas,Haskell County,Joe Biden,DEM,261,False,1375304
3784,Kansas,Haskell County,Jo Jorgensen,LIB,19,False,1375304
3785,Kansas,Hodgeman County,Donald Trump,REP,866,True,1375304
3786,Kansas,Hodgeman County,Joe Biden,DEM,151,False,1375304
3787,Kansas,Hodgeman County,Jo Jorgensen,LIB,16,False,1375304
3788,Kansas,Jackson County,Donald Trump,REP,4435,True,1375304
3789,Kansas,Jackson County,Joe Biden,DEM,1852,False,1375304
3790,Kansas,Jackson County,Jo Jorgensen,LIB,181,False,1375304
3791,Kansas,Jefferson County,Donald Trump,REP,6193,True,1375304
3792,Kansas,Jefferson County,Joe Biden,DEM,3106,False,1375304
3793,Kansas,Jefferson County,Jo Jorgensen,LIB,245,False,1375304
3794,Kansas,Jefferson County, Write-ins,WRI,37,False,1375304
3795,Kansas,Jewell County,Donald Trump,REP,1369,True,1375304
3796,Kansas,Jewell County,Joe Biden,DEM,211,False,1375304
3797,Kansas,Jewell County,Jo Jorgensen,LIB,28,False,1375304
3798,Kansas,Johnson County,Joe Biden,DEM,184259,True,1375304
3799,Kansas,Johnson County,Donald Trump,REP,155631,False,1375304
3800,Kansas,Johnson County,Jo Jorgensen,LIB,7324,False,1375304
3801,Kansas,Johnson County, Write-ins,WRI,2172,False,1375304
3802,Kansas,Kearny County,Donald Trump,REP,1134,True,1375304
3803,Kansas,Kearny County,Joe Biden,DEM,255,False,1375304
3804,Kansas,Kearny County,Jo Jorgensen,LIB,24,False,1375304
3805,Kansas,Kingman County,Donald Trump,REP,3102,True,1375304
3806,Kansas,Kingman County,Joe Biden,DEM,745,False,1375304
3807,Kansas,Kingman County,Jo Jorgensen,LIB,63,False,1375304
3808,Kansas,Kingman County, Write-ins,WRI,19,False,1375304
3809,Kansas,Kiowa County,Donald Trump,REP,957,True,1375304
3810,Kansas,Kiowa County,Joe Biden,DEM,153,False,1375304
3811,Kansas,Kiowa County,Jo Jorgensen,LIB,29,False,1375304
3812,Kansas,Labette County,Donald Trump,REP,5639,True,1375304
3813,Kansas,Labette County,Joe Biden,DEM,2607,False,1375304
3814,Kansas,Labette County,Jo Jorgensen,LIB,168,False,1375304
3815,Kansas,Lane County,Donald Trump,REP,757,True,1375304
3816,Kansas,Lane County,Joe Biden,DEM,114,False,1375304
3817,Kansas,Lane County,Jo Jorgensen,LIB,17,False,1375304
3818,Kansas,Lane County, Write-ins,WRI,0,False,1375304
3819,Kansas,Leavenworth County,Donald Trump,REP,21378,True,1375304
3820,Kansas,Leavenworth County,Joe Biden,DEM,13753,False,1375304
3821,Kansas,Leavenworth County,Jo Jorgensen,LIB,984,False,1375304
3822,Kansas,Lincoln County,Donald Trump,REP,1273,True,1375304
3823,Kansas,Lincoln County,Joe Biden,DEM,266,False,1375304
3824,Kansas,Lincoln County,Jo Jorgensen,LIB,31,False,1375304
3825,Kansas,Linn County,Donald Trump,REP,3940,True,1375304
3826,Kansas,Linn County,Joe Biden,DEM,863,False,1375304
3827,Kansas,Linn County,Jo Jorgensen,LIB,100,False,1375304
3828,Kansas,Logan County,Donald Trump,REP,1231,True,1375304
3829,Kansas,Logan County,Joe Biden,DEM,185,False,1375304
3830,Kansas,Logan County,Jo Jorgensen,LIB,21,False,1375304
3831,Kansas,Lyon County,Donald Trump,REP,7381,True,1375304
3832,Kansas,Lyon County,Joe Biden,DEM,5878,False,1375304
3833,Kansas,Lyon County,Jo Jorgensen,LIB,363,False,1375304
3834,Kansas,McPherson County,Donald Trump,REP,9562,True,1375304
3835,Kansas,McPherson County,Joe Biden,DEM,3977,False,1375304
3836,Kansas,McPherson County,Jo Jorgensen,LIB,329,False,1375304
3837,Kansas,Marion County,Donald Trump,REP,4377,True,1375304
3838,Kansas,Marion County,Joe Biden,DEM,1463,False,1375304
3839,Kansas,Marion County,Jo Jorgensen,LIB,129,False,1375304
3840,Kansas,Marshall County,Donald Trump,REP,3662,True,1375304
3841,Kansas,Marshall County,Joe Biden,DEM,1239,False,1375304
3842,Kansas,Marshall County,Jo Jorgensen,LIB,122,False,1375304
3843,Kansas,Meade County,Donald Trump,REP,1508,True,1375304
3844,Kansas,Meade County,Joe Biden,DEM,261,False,1375304
3845,Kansas,Meade County,Jo Jorgensen,LIB,38,False,1375304
3846,Kansas,Miami County,Donald Trump,REP,12116,True,1375304
3847,Kansas,Miami County,Joe Biden,DEM,5133,False,1375304
3848,Kansas,Miami County,Jo Jorgensen,LIB,375,False,1375304
3849,Kansas,Mitchell County,Donald Trump,REP,2454,True,1375304
3850,Kansas,Mitchell County,Joe Biden,DEM,547,False,1375304
3851,Kansas,Mitchell County,Jo Jorgensen,LIB,38,False,1375304
3852,Kansas,Montgomery County,Donald Trump,REP,9768,True,1375304
3853,Kansas,Montgomery County,Joe Biden,DEM,3147,False,1375304
3854,Kansas,Montgomery County,Jo Jorgensen,LIB,262,False,1375304
3855,Kansas,Morris County,Donald Trump,REP,2085,True,1375304
3856,Kansas,Morris County,Joe Biden,DEM,721,False,1375304
3857,Kansas,Morris County,Jo Jorgensen,LIB,43,False,1375304
3858,Kansas,Morton County,Donald Trump,REP,1004,True,1375304
3859,Kansas,Morton County,Joe Biden,DEM,147,False,1375304
3860,Kansas,Morton County,Jo Jorgensen,LIB,12,False,1375304
3861,Kansas,Nemaha County,Donald Trump,REP,4612,True,1375304
3862,Kansas,Nemaha County,Joe Biden,DEM,920,False,1375304
3863,Kansas,Nemaha County,Jo Jorgensen,LIB,93,False,1375304
3864,Kansas,Neosho County,Donald Trump,REP,4795,True,1375304
3865,Kansas,Neosho County,Joe Biden,DEM,1727,False,1375304
3866,Kansas,Neosho County,Jo Jorgensen,LIB,107,False,1375304
3867,Kansas,Ness County,Donald Trump,REP,1315,True,1375304
3868,Kansas,Ness County,Joe Biden,DEM,147,False,1375304
3869,Kansas,Ness County,Jo Jorgensen,LIB,25,False,1375304
3870,Kansas,Norton County,Donald Trump,REP,1977,True,1375304
3871,Kansas,Norton County,Joe Biden,DEM,361,False,1375304
3872,Kansas,Norton County,Jo Jorgensen,LIB,44,False,1375304
3873,Kansas,Norton County, Write-ins,WRI,8,False,1375304
3874,Kansas,Osage County,Donald Trump,REP,5591,True,1375304
3875,Kansas,Osage County,Joe Biden,DEM,2099,False,1375304
3876,Kansas,Osage County,Jo Jorgensen,LIB,188,False,1375304
3877,Kansas,Osage County, Write-ins,WRI,15,False,1375304
3878,Kansas,Osborne County,Donald Trump,REP,1590,True,1375304
3879,Kansas,Osborne County,Joe Biden,DEM,275,False,1375304
3880,Kansas,Osborne County,Jo Jorgensen,LIB,34,False,1375304
3881,Kansas,Ottawa County,Donald Trump,REP,2581,True,1375304
3882,Kansas,Ottawa County,Joe Biden,DEM,504,False,1375304
3883,Kansas,Ottawa County,Jo Jorgensen,LIB,74,False,1375304
3884,Kansas,Pawnee County,Donald Trump,REP,2028,True,1375304
3885,Kansas,Pawnee County,Joe Biden,DEM,635,False,1375304
3886,Kansas,Pawnee County,Jo Jorgensen,LIB,49,False,1375304
3887,Kansas,Phillips County,Donald Trump,REP,2388,True,1375304
3888,Kansas,Phillips County,Joe Biden,DEM,318,False,1375304
3889,Kansas,Phillips County,Jo Jorgensen,LIB,46,False,1375304
3890,Kansas,Phillips County, Write-ins,WRI,0,False,1375304
3891,Kansas,Pottawatomie County,Donald Trump,REP,9247,True,1375304
3892,Kansas,Pottawatomie County,Joe Biden,DEM,3257,False,1375304
3893,Kansas,Pottawatomie County,Jo Jorgensen,LIB,311,False,1375304
3894,Kansas,Pratt County,Donald Trump,REP,3087,True,1375304
3895,Kansas,Pratt County,Joe Biden,DEM,924,False,1375304
3896,Kansas,Pratt County,Jo Jorgensen,LIB,96,False,1375304
3897,Kansas,Rawlins County,Donald Trump,REP,1253,True,1375304
3898,Kansas,Rawlins County,Joe Biden,DEM,214,False,1375304
3899,Kansas,Rawlins County,Jo Jorgensen,LIB,29,False,1375304
3900,Kansas,Reno County,Donald Trump,REP,17948,True,1375304
3901,Kansas,Reno County,Joe Biden,DEM,8602,False,1375304
3902,Kansas,Reno County,Jo Jorgensen,LIB,579,False,1375304
3903,Kansas,Reno County, Write-ins,WRI,116,False,1375304
3904,Kansas,Republic County,Donald Trump,REP,2172,True,1375304
3905,Kansas,Republic County,Joe Biden,DEM,420,False,1375304
3906,Kansas,Republic County,Jo Jorgensen,LIB,51,False,1375304
3907,Kansas,Rice County,Donald Trump,REP,3187,True,1375304
3908,Kansas,Rice County,Joe Biden,DEM,953,False,1375304
3909,Kansas,Rice County,Jo Jorgensen,LIB,90,False,1375304
3910,Kansas,Riley County,Joe Biden,DEM,11940,True,1375304
3911,Kansas,Riley County,Donald Trump,REP,11174,False,1375304
3912,Kansas,Riley County,Jo Jorgensen,LIB,741,False,1375304
3913,Kansas,Rooks County,Donald Trump,REP,2294,True,1375304
3914,Kansas,Rooks County,Joe Biden,DEM,332,False,1375304
3915,Kansas,Rooks County,Jo Jorgensen,LIB,35,False,1375304
3916,Kansas,Rush County,Donald Trump,REP,1425,True,1375304
3917,Kansas,Rush County,Joe Biden,DEM,291,False,1375304
3918,Kansas,Rush County,Jo Jorgensen,LIB,32,False,1375304
3919,Kansas,Russell County,Donald Trump,REP,2765,True,1375304
3920,Kansas,Russell County,Joe Biden,DEM,591,False,1375304
3921,Kansas,Russell County,Jo Jorgensen,LIB,73,False,1375304
3922,Kansas,Saline County,Donald Trump,REP,15313,True,1375304
3923,Kansas,Saline County,Joe Biden,DEM,8022,False,1375304
3924,Kansas,Saline County,Jo Jorgensen,LIB,576,False,1375304
3925,Kansas,Scott County,Donald Trump,REP,1991,True,1375304
3926,Kansas,Scott County,Joe Biden,DEM,290,False,1375304
3927,Kansas,Scott County,Jo Jorgensen,LIB,41,False,1375304
3928,Kansas,Sedgwick County,Donald Trump,REP,117653,True,1375304
3929,Kansas,Sedgwick County,Joe Biden,DEM,90820,False,1375304
3930,Kansas,Sedgwick County,Jo Jorgensen,LIB,5079,False,1375304
3931,Kansas,Seward County,Donald Trump,REP,3285,True,1375304
3932,Kansas,Seward County,Joe Biden,DEM,1736,False,1375304
3933,Kansas,Seward County,Jo Jorgensen,LIB,78,False,1375304
3934,Kansas,Shawnee County,Joe Biden,DEM,43015,True,1375304
3935,Kansas,Shawnee County,Donald Trump,REP,40443,False,1375304
3936,Kansas,Shawnee County,Jo Jorgensen,LIB,2199,False,1375304
3937,Kansas,Shawnee County, Write-ins,WRI,465,False,1375304
3938,Kansas,Sheridan County,Donald Trump,REP,1237,True,1375304
3939,Kansas,Sheridan County,Joe Biden,DEM,144,False,1375304
3940,Kansas,Sheridan County,Jo Jorgensen,LIB,16,False,1375304
3941,Kansas,Sheridan County, Write-ins,WRI,0,False,1375304
3942,Kansas,Sherman County,Donald Trump,REP,2222,True,1375304
3943,Kansas,Sherman County,Joe Biden,DEM,386,False,1375304
3944,Kansas,Sherman County,Jo Jorgensen,LIB,60,False,1375304
3945,Kansas,Sherman County, Write-ins,WRI,5,False,1375304
3946,Kansas,Smith County,Donald Trump,REP,1734,True,1375304
3947,Kansas,Smith County,Joe Biden,DEM,328,False,1375304
3948,Kansas,Smith County,Jo Jorgensen,LIB,30,False,1375304
3949,Kansas,Stafford County,Donald Trump,REP,1631,True,1375304
3950,Kansas,Stafford County,Joe Biden,DEM,355,False,1375304
3951,Kansas,Stafford County,Jo Jorgensen,LIB,31,False,1375304
3952,Kansas,Stanton County,Donald Trump,REP,607,True,1375304
3953,Kansas,Stanton County,Joe Biden,DEM,147,False,1375304
3954,Kansas,Stanton County,Jo Jorgensen,LIB,13,False,1375304
3955,Kansas,Stevens County,Donald Trump,REP,1731,True,1375304
3956,Kansas,Stevens County,Joe Biden,DEM,233,False,1375304
3957,Kansas,Stevens County,Jo Jorgensen,LIB,33,False,1375304
3958,Kansas,Sumner County,Donald Trump,REP,7998,True,1375304
3959,Kansas,Sumner County,Joe Biden,DEM,2551,False,1375304
3960,Kansas,Sumner County,Jo Jorgensen,LIB,230,False,1375304
3961,Kansas,Thomas County,Donald Trump,REP,3106,True,1375304
3962,Kansas,Thomas County,Joe Biden,DEM,622,False,1375304
3963,Kansas,Thomas County,Jo Jorgensen,LIB,54,False,1375304
3964,Kansas,Thomas County, Write-ins,WRI,12,False,1375304
3965,Kansas,Trego County,Donald Trump,REP,1341,True,1375304
3966,Kansas,Trego County,Joe Biden,DEM,238,False,1375304
3967,Kansas,Trego County,Jo Jorgensen,LIB,24,False,1375304
3968,Kansas,Wabaunsee County,Donald Trump,REP,2813,True,1375304
3969,Kansas,Wabaunsee County,Joe Biden,DEM,956,False,1375304
3970,Kansas,Wabaunsee County,Jo Jorgensen,LIB,92,False,1375304
3971,Kansas,Wallace County,Donald Trump,REP,762,True,1375304
3972,Kansas,Wallace County,Joe Biden,DEM,44,False,1375304
3973,Kansas,Wallace County,Jo Jorgensen,LIB,11,False,1375304
3974,Kansas,Washington County,Donald Trump,REP,2332,True,1375304
3975,Kansas,Washington County,Joe Biden,DEM,467,False,1375304
3976,Kansas,Washington County,Jo Jorgensen,LIB,44,False,1375304
3977,Kansas,Wichita County,Donald Trump,REP,803,True,1375304
3978,Kansas,Wichita County,Joe Biden,DEM,147,False,1375304
3979,Kansas,Wichita County,Jo Jorgensen,LIB,11,False,1375304
3980,Kansas,Wichita County, Write-ins,WRI,0,False,1375304
3981,Kansas,Wilson County,Donald Trump,REP,3111,True,1375304
3982,Kansas,Wilson County,Joe Biden,DEM,711,False,1375304
3983,Kansas,Wilson County,Jo Jorgensen,LIB,77,False,1375304
3984,Kansas,Woodson County,Donald Trump,REP,1189,True,1375304
3985,Kansas,Woodson County,Joe Biden,DEM,283,False,1375304
3986,Kansas,Woodson County,Jo Jorgensen,LIB,23,False,1375304
3987,Kansas,Wyandotte County,Joe Biden,DEM,35566,True,1375304
3988,Kansas,Wyandotte County,Donald Trump,REP,18512,False,1375304
3989,Kansas,Wyandotte County,Jo Jorgensen,LIB,1029,False,1375304
3990,Kentucky,Adair County,Donald Trump,REP,7276,True,2136768
3991,Kentucky,Adair County,Joe Biden,DEM,1392,False,2136768
3992,Kentucky,Adair County,Jo Jorgensen,LIB,60,False,2136768
3993,Kentucky,Adair County,Kanye West,IND,25,False,2136768
3994,Kentucky,Adair County,Brock Pierce,IND,10,False,2136768
3995,Kentucky,Adair County, Write-ins,WRI,5,False,2136768
3996,Kentucky,Allen County,Donald Trump,REP,7587,True,2136768
3997,Kentucky,Allen County,Joe Biden,DEM,1642,False,2136768
3998,Kentucky,Allen County,Jo Jorgensen,LIB,99,False,2136768
3999,Kentucky,Allen County,Kanye West,IND,22,False,2136768
4000,Kentucky,Allen County,Brock Pierce,IND,14,False,2136768
4001,Kentucky,Allen County, Write-ins,WRI,0,False,2136768
4002,Kentucky,Anderson County,Donald Trump,REP,9661,True,2136768
4003,Kentucky,Anderson County,Joe Biden,DEM,3348,False,2136768
4004,Kentucky,Anderson County,Jo Jorgensen,LIB,184,False,2136768
4005,Kentucky,Anderson County,Kanye West,IND,34,False,2136768
4006,Kentucky,Anderson County,Brock Pierce,IND,19,False,2136768
4007,Kentucky,Anderson County, Write-ins,WRI,8,False,2136768
4008,Kentucky,Ballard County,Donald Trump,REP,3356,True,2136768
4009,Kentucky,Ballard County,Joe Biden,DEM,825,False,2136768
4010,Kentucky,Ballard County,Jo Jorgensen,LIB,32,False,2136768
4011,Kentucky,Ballard County,Kanye West,IND,10,False,2136768
4012,Kentucky,Ballard County,Brock Pierce,IND,2,False,2136768
4013,Kentucky,Ballard County, Write-ins,WRI,0,False,2136768
4014,Kentucky,Barren County,Donald Trump,REP,14654,True,2136768
4015,Kentucky,Barren County,Joe Biden,DEM,5127,False,2136768
4016,Kentucky,Barren County,Jo Jorgensen,LIB,201,False,2136768
4017,Kentucky,Barren County,Kanye West,IND,52,False,2136768
4018,Kentucky,Barren County,Brock Pierce,IND,21,False,2136768
4019,Kentucky,Barren County, Write-ins,WRI,9,False,2136768
4020,Kentucky,Bath County,Donald Trump,REP,3986,True,2136768
4021,Kentucky,Bath County,Joe Biden,DEM,1573,False,2136768
4022,Kentucky,Bath County,Jo Jorgensen,LIB,44,False,2136768
4023,Kentucky,Bath County,Brock Pierce,IND,12,False,2136768
4024,Kentucky,Bath County,Kanye West,IND,12,False,2136768
4025,Kentucky,Bath County, Write-ins,WRI,0,False,2136768
4026,Kentucky,Bell County,Donald Trump,REP,8140,True,2136768
4027,Kentucky,Bell County,Joe Biden,DEM,1789,False,2136768
4028,Kentucky,Bell County,Jo Jorgensen,LIB,78,False,2136768
4029,Kentucky,Bell County,Kanye West,IND,30,False,2136768
4030,Kentucky,Bell County,Brock Pierce,IND,7,False,2136768
4031,Kentucky,Bell County, Write-ins,WRI,0,False,2136768
4032,Kentucky,Boone County,Donald Trump,REP,44814,True,2136768
4033,Kentucky,Boone County,Joe Biden,DEM,20901,False,2136768
4034,Kentucky,Boone County,Jo Jorgensen,LIB,981,False,2136768
4035,Kentucky,Boone County,Kanye West,IND,171,False,2136768
4036,Kentucky,Boone County,Brock Pierce,IND,93,False,2136768
4037,Kentucky,Boone County, Write-ins,WRI,38,False,2136768
4038,Kentucky,Bourbon County,Donald Trump,REP,6190,True,2136768
4039,Kentucky,Bourbon County,Joe Biden,DEM,3296,False,2136768
4040,Kentucky,Bourbon County,Jo Jorgensen,LIB,106,False,2136768
4041,Kentucky,Bourbon County,Kanye West,IND,31,False,2136768
4042,Kentucky,Bourbon County,Brock Pierce,IND,20,False,2136768
4043,Kentucky,Bourbon County, Write-ins,WRI,5,False,2136768
4044,Kentucky,Boyd County,Donald Trump,REP,14295,True,2136768
4045,Kentucky,Boyd County,Joe Biden,DEM,7083,False,2136768
4046,Kentucky,Boyd County,Jo Jorgensen,LIB,287,False,2136768
4047,Kentucky,Boyd County,Kanye West,IND,55,False,2136768
4048,Kentucky,Boyd County,Brock Pierce,IND,21,False,2136768
4049,Kentucky,Boyd County, Write-ins,WRI,10,False,2136768
4050,Kentucky,Boyle County,Donald Trump,REP,8872,True,2136768
4051,Kentucky,Boyle County,Joe Biden,DEM,5298,False,2136768
4052,Kentucky,Boyle County,Jo Jorgensen,LIB,210,False,2136768
4053,Kentucky,Boyle County,Kanye West,IND,63,False,2136768
4054,Kentucky,Boyle County,Brock Pierce,IND,24,False,2136768
4055,Kentucky,Boyle County, Write-ins,WRI,11,False,2136768
4056,Kentucky,Bracken County,Donald Trump,REP,3398,True,2136768
4057,Kentucky,Bracken County,Joe Biden,DEM,800,False,2136768
4058,Kentucky,Bracken County,Jo Jorgensen,LIB,27,False,2136768
4059,Kentucky,Bracken County,Kanye West,IND,11,False,2136768
4060,Kentucky,Bracken County,Brock Pierce,IND,8,False,2136768
4061,Kentucky,Bracken County, Write-ins,WRI,2,False,2136768
4062,Kentucky,Breathitt County,Donald Trump,REP,4265,True,2136768
4063,Kentucky,Breathitt County,Joe Biden,DEM,1301,False,2136768
4064,Kentucky,Breathitt County,Jo Jorgensen,LIB,52,False,2136768
4065,Kentucky,Breathitt County,Kanye West,IND,31,False,2136768
4066,Kentucky,Breathitt County,Brock Pierce,IND,12,False,2136768
4067,Kentucky,Breathitt County, Write-ins,WRI,0,False,2136768
4068,Kentucky,Breckinridge County,Donald Trump,REP,7701,True,2136768
4069,Kentucky,Breckinridge County,Joe Biden,DEM,2350,False,2136768
4070,Kentucky,Breckinridge County,Jo Jorgensen,LIB,103,False,2136768
4071,Kentucky,Breckinridge County,Kanye West,IND,24,False,2136768
4072,Kentucky,Breckinridge County,Brock Pierce,IND,19,False,2136768
4073,Kentucky,Breckinridge County, Write-ins,WRI,4,False,2136768
4074,Kentucky,Bullitt County,Donald Trump,REP,30708,True,2136768
4075,Kentucky,Bullitt County,Joe Biden,DEM,10552,False,2136768
4076,Kentucky,Bullitt County,Jo Jorgensen,LIB,563,False,2136768
4077,Kentucky,Bullitt County,Kanye West,IND,87,False,2136768
4078,Kentucky,Bullitt County,Brock Pierce,IND,55,False,2136768
4079,Kentucky,Bullitt County, Write-ins,WRI,33,False,2136768
4080,Kentucky,Butler County,Donald Trump,REP,4960,True,2136768
4081,Kentucky,Butler County,Joe Biden,DEM,1079,False,2136768
4082,Kentucky,Butler County,Jo Jorgensen,LIB,63,False,2136768
4083,Kentucky,Butler County,Brock Pierce,IND,12,False,2136768
4084,Kentucky,Butler County,Kanye West,IND,8,False,2136768
4085,Kentucky,Butler County, Write-ins,WRI,3,False,2136768
4086,Kentucky,Caldwell County,Donald Trump,REP,4906,True,2136768
4087,Kentucky,Caldwell County,Joe Biden,DEM,1433,False,2136768
4088,Kentucky,Caldwell County,Jo Jorgensen,LIB,58,False,2136768
4089,Kentucky,Caldwell County,Kanye West,IND,22,False,2136768
4090,Kentucky,Caldwell County,Brock Pierce,IND,9,False,2136768
4091,Kentucky,Caldwell County, Write-ins,WRI,6,False,2136768
4092,Kentucky,Calloway County,Donald Trump,REP,11352,True,2136768
4093,Kentucky,Calloway County,Joe Biden,DEM,5797,False,2136768
4094,Kentucky,Calloway County,Jo Jorgensen,LIB,227,False,2136768
4095,Kentucky,Calloway County,Kanye West,IND,44,False,2136768
4096,Kentucky,Calloway County,Brock Pierce,IND,27,False,2136768
4097,Kentucky,Calloway County, Write-ins,WRI,10,False,2136768
4098,Kentucky,Campbell County,Donald Trump,REP,28482,True,2136768
4099,Kentucky,Campbell County,Joe Biden,DEM,19374,False,2136768
4100,Kentucky,Campbell County,Jo Jorgensen,LIB,763,False,2136768
4101,Kentucky,Campbell County,Kanye West,IND,133,False,2136768
4102,Kentucky,Campbell County,Brock Pierce,IND,82,False,2136768
4103,Kentucky,Campbell County, Write-ins,WRI,44,False,2136768
4104,Kentucky,Carlisle County,Donald Trump,REP,2159,True,2136768
4105,Kentucky,Carlisle County,Joe Biden,DEM,463,False,2136768
4106,Kentucky,Carlisle County,Jo Jorgensen,LIB,15,False,2136768
4107,Kentucky,Carlisle County,Kanye West,IND,1,False,2136768
4108,Kentucky,Carlisle County,Brock Pierce,IND,0,False,2136768
4109,Kentucky,Carlisle County, Write-ins,WRI,0,False,2136768
4110,Kentucky,Carroll County,Donald Trump,REP,2954,True,2136768
4111,Kentucky,Carroll County,Joe Biden,DEM,1116,False,2136768
4112,Kentucky,Carroll County,Jo Jorgensen,LIB,44,False,2136768
4113,Kentucky,Carroll County,Kanye West,IND,13,False,2136768
4114,Kentucky,Carroll County,Brock Pierce,IND,8,False,2136768
4115,Kentucky,Carroll County, Write-ins,WRI,1,False,2136768
4116,Kentucky,Carter County,Donald Trump,REP,8775,True,2136768
4117,Kentucky,Carter County,Joe Biden,DEM,2642,False,2136768
4118,Kentucky,Carter County,Jo Jorgensen,LIB,107,False,2136768
4119,Kentucky,Carter County,Kanye West,IND,45,False,2136768
4120,Kentucky,Carter County,Brock Pierce,IND,16,False,2136768
4121,Kentucky,Carter County, Write-ins,WRI,1,False,2136768
4122,Kentucky,Casey County,Donald Trump,REP,6179,True,2136768
4123,Kentucky,Casey County,Joe Biden,DEM,918,False,2136768
4124,Kentucky,Casey County,Jo Jorgensen,LIB,53,False,2136768
4125,Kentucky,Casey County,Kanye West,IND,12,False,2136768
4126,Kentucky,Casey County,Brock Pierce,IND,9,False,2136768
4127,Kentucky,Casey County, Write-ins,WRI,0,False,2136768
4128,Kentucky,Christian County,Donald Trump,REP,15080,True,2136768
4129,Kentucky,Christian County,Joe Biden,DEM,8296,False,2136768
4130,Kentucky,Christian County,Jo Jorgensen,LIB,348,False,2136768
4131,Kentucky,Christian County,Kanye West,IND,95,False,2136768
4132,Kentucky,Christian County,Brock Pierce,IND,44,False,2136768
4133,Kentucky,Christian County, Write-ins,WRI,0,False,2136768
4134,Kentucky,Clark County,Donald Trump,REP,11811,True,2136768
4135,Kentucky,Clark County,Joe Biden,DEM,6004,False,2136768
4136,Kentucky,Clark County,Jo Jorgensen,LIB,226,False,2136768
4137,Kentucky,Clark County,Kanye West,IND,53,False,2136768
4138,Kentucky,Clark County,Brock Pierce,IND,34,False,2136768
4139,Kentucky,Clark County, Write-ins,WRI,11,False,2136768
4140,Kentucky,Clay County,Donald Trump,REP,6677,True,2136768
4141,Kentucky,Clay County,Joe Biden,DEM,831,False,2136768
4142,Kentucky,Clay County,Jo Jorgensen,LIB,40,False,2136768
4143,Kentucky,Clay County,Kanye West,IND,23,False,2136768
4144,Kentucky,Clay County,Brock Pierce,IND,19,False,2136768
4145,Kentucky,Clay County, Write-ins,WRI,1,False,2136768
4146,Kentucky,Clinton County,Donald Trump,REP,4280,True,2136768
4147,Kentucky,Clinton County,Joe Biden,DEM,603,False,2136768
4148,Kentucky,Clinton County,Jo Jorgensen,LIB,30,False,2136768
4149,Kentucky,Clinton County,Kanye West,IND,10,False,2136768
4150,Kentucky,Clinton County,Brock Pierce,IND,9,False,2136768
4151,Kentucky,Clinton County, Write-ins,WRI,0,False,2136768
4152,Kentucky,Crittenden County,Donald Trump,REP,3451,True,2136768
4153,Kentucky,Crittenden County,Joe Biden,DEM,731,False,2136768
4154,Kentucky,Crittenden County,Jo Jorgensen,LIB,47,False,2136768
4155,Kentucky,Crittenden County,Kanye West,IND,7,False,2136768
4156,Kentucky,Crittenden County,Brock Pierce,IND,6,False,2136768
4157,Kentucky,Crittenden County, Write-ins,WRI,0,False,2136768
4158,Kentucky,Cumberland County,Donald Trump,REP,2769,True,2136768
4159,Kentucky,Cumberland County,Joe Biden,DEM,508,False,2136768
4160,Kentucky,Cumberland County,Jo Jorgensen,LIB,21,False,2136768
4161,Kentucky,Cumberland County,Kanye West,IND,7,False,2136768
4162,Kentucky,Cumberland County,Brock Pierce,IND,4,False,2136768
4163,Kentucky,Cumberland County, Write-ins,WRI,0,False,2136768
4164,Kentucky,Daviess County,Donald Trump,REP,31025,True,2136768
4165,Kentucky,Daviess County,Joe Biden,DEM,17286,False,2136768
4166,Kentucky,Daviess County,Jo Jorgensen,LIB,670,False,2136768
4167,Kentucky,Daviess County,Kanye West,IND,168,False,2136768
4168,Kentucky,Daviess County,Brock Pierce,IND,96,False,2136768
4169,Kentucky,Daviess County, Write-ins,WRI,42,False,2136768
4170,Kentucky,Edmonson County,Donald Trump,REP,4828,True,2136768
4171,Kentucky,Edmonson County,Joe Biden,DEM,1227,False,2136768
4172,Kentucky,Edmonson County,Jo Jorgensen,LIB,60,False,2136768
4173,Kentucky,Edmonson County,Kanye West,IND,10,False,2136768
4174,Kentucky,Edmonson County,Brock Pierce,IND,6,False,2136768
4175,Kentucky,Edmonson County, Write-ins,WRI,1,False,2136768
4176,Kentucky,Elliott County,Donald Trump,REP,2246,True,2136768
4177,Kentucky,Elliott County,Joe Biden,DEM,712,False,2136768
4178,Kentucky,Elliott County,Jo Jorgensen,LIB,18,False,2136768
4179,Kentucky,Elliott County,Brock Pierce,IND,10,False,2136768
4180,Kentucky,Elliott County,Kanye West,IND,9,False,2136768
4181,Kentucky,Elliott County, Write-ins,WRI,0,False,2136768
4182,Kentucky,Estill County,Donald Trump,REP,5100,True,2136768
4183,Kentucky,Estill County,Joe Biden,DEM,1355,False,2136768
4184,Kentucky,Estill County,Jo Jorgensen,LIB,64,False,2136768
